source_table_index,source_row,norm_code,resource_category,resource_code,resource_name,unit_raw,quantity_per_work_unit_raw
88,2,27-14-078-01,labor_operator,2,Машинистлар меҳнати харажатлари,киши-с,"0,29"
88,4,27-14-078-01,machine,00258,Бошқа турдаги қурилиш ишлари учун бульдозерлар 79 кВт (108 л.с.),маш.-с,"0,29"
89,2,27-14-079-01,labor_operator,2,Машинистлар меҳнати харажатлари,киши-с,"0,08"
89,4,27-14-079-01,machine,01770,Комбинациялашган йўл машиналари,маш.-с,"0,072"
89,5,27-14-079-01,machine,03006,Универсал фронтал бир ковшли пневмоғилдиракли юклагичлар 2 т,маш.-с,"0,008"
90,2,27-14-080-01,labor_operator,2,Машинистлар меҳнати харажатлари,киши-с,"0,604"
90,4,27-14-080-01,machine,01770,Комбинациялашган йўл машиналари,маш.-с,"0,604"
91,2,27-14-081-01,labor_operator,2,Машинистлар меҳнати харажатлари,киши-с,"0,396"
91,4,27-14-081-01,machine,00258,Бошқа турдаги қурилиш ишлари учун бульдозерлар 79 кВт (108 л.с.),маш.-с,"0,396"
92,2,27-14-082-01,labor_worker,1,Қурувчи ишчилар меҳнати харажатлари,киши-с,"20,36"
93,2,27-14-083-01,labor_worker,1,Қурувчи ишчилар меҳнати харажатлари,киши-с,"17,69"
93,4,27-14-083-01,material,30407,Қурилиш михлари,т,"0,0031"
93,5,27-14-083-01,material,40861,Игна баргли антисептирланмаган қорга қарши тахта тўсиқлар,т,"1,002"
94,2,27-14-084-01,labor_worker,1,Қурувчи ишчилар меҳнати харажатлари,киши-с,"2,13"
95,2,27-14-085-01,labor_worker,1,Қурувчи ишчилар меҳнати харажатлари,киши-с,"0,73"
95,2,27-14-085-02,labor_worker,1,Қурувчи ишчилар меҳнати харажатлари,киши-с,"1,25"
96,2,27-14-086-01,labor_worker,1,Қурувчи ишчилар меҳнати харажатлари,киши-с,"33,39"
96,4,27-14-086-01,material,30407,Қурилиш михлари,т,"0,012"
96,5,27-14-086-01,material,36113,"Игнабаргли дарахт тахтаси,узунлиги 2-3,75 м, эни 75-150 мм, қалинлиги 25 мм, III нав",М3,"7,05"
97,2,27-14-083-01,labor_worker,1,Қурувчи ишчилар меҳнати харажатлари,киши-с,"0,27"
98,2,27-14-026-01,labor_worker,1,Қурувчи ишчилар меҳнати харажатлари,киши-с,"93,57"
98,2,27-14-026-02,labor_worker,1,Қурувчи ишчилар меҳнати харажатлари,киши-с,"28,9"
